update,steps,episode_return,policy_loss,value_loss,entropy,approx_kl
208,479232,-16.351206063711267,-0.0017618656222313511,0.023011285928077996,1.7311670035123825,0.0030897277383701294
209,481536,-16.15453930837773,-0.0010954342201835443,0.03373206767719239,1.590202473104,0.002141938654252347
210,483840,-16.152577349262714,-0.002983615582858562,0.02201032021548599,1.570954218506813,0.005007301453234605
211,486144,-15.585702232685266,-0.0001928133636587004,0.026646338403224945,1.912808082997799,0.0005559147277583382
212,488448,-15.934907281609243,-0.00183802794430854,0.025575084844604135,1.6110501140356064,0.0033795603049940025
213,490752,-15.87921956452145,-0.00031462315344771286,0.02568456146400422,1.6953129693865776,0.0015478961390221634
214,493056,-15.268902837272348,-0.0010703637465970424,0.026444179704412818,1.5861344784498215,0.005363424430811392
215,495360,-15.31150101978404,-0.0002785890015325476,0.02669958700425923,1.5501583442091942,0.0028926738167582597
216,497664,-15.169456719654834,-0.00201055017325618,0.026861643069423735,1.9023937731981277,0.005287618565388483
217,499968,-15.376959246608507,-0.0015646694608998646,0.0236930149840191,1.6226942017674446,0.0018281345905961643
218,502272,-15.578908584672732,-7.037791086383915e-05,0.028788429219275713,1.6844706907868385,0.0037297151484381175
219,504576,-15.422156507714826,-0.0009329208612851025,0.023640606086701155,1.5613870024681091,0.0008794670979612976
220,506880,-15.223542769921501,-0.0011092534050476388,0.020093329716473818,1.5631748512387276,0.002805229593731282
221,509184,-15.381438682591492,-0.0018005928002619576,0.02647925412748009,1.859544962644577,0.0025422399751278135
222,511488,-15.550208374997519,-0.0005486276735508777,0.019737356866244227,1.5831372514367104,0.0007519615146268019
223,513792,-15.169965430660845,-0.0011454624822262206,0.03072935319505632,1.6395922154188156,0.0016281024440508594
224,516096,-15.296727883663333,-0.0005094740315725078,0.028673728229478,1.5638545155525208,0.0012312457592113584
225,518400,-15.762621164886534,-0.0018825544245070491,0.017308000940829515,1.5286019071936607,0.003969918161197307
226,520704,-16.08928246884427,-0.0006768149899869513,0.0227106575621292,1.875750683248043,0.001446895843678754
227,523008,-15.913491922141654,-0.002076845960674395,0.027386171743273735,1.5466862097382545,0.00246895923479921
228,525312,-16.06990644859755,-0.0008056861303329388,0.021467461017891765,1.629758007824421,0.0011049823709754492
229,527616,-16.4463208018591,-0.0007582663820357993,0.024269055109471083,1.5456898584961891,0.0018263524853965561
230,529920,-15.937810964870518,-0.0015793539055266592,0.017385317594744265,1.5287025645375252,0.0032786254003996066
231,532224,-16.035121273642805,-0.00121289495477106,0.027059406624175608,1.8480893895030022,0.004320939330979299
232,534528,-16.081847512991377,-0.0004769514071243375,0.02780074847396463,1.5669193789362907,0.001745899414244276
233,536832,-16.08661551315851,-0.0016005783701681653,0.03451736504212022,1.6411791369318962,0.001979707518772658
234,539136,-16.379779950336076,-0.0009427172303478337,0.02302806975785643,1.5607356652617455,0.001637633340679814
235,541440,-16.690663400971662,-0.0018051762213467937,0.023773870547302067,1.5105028674006462,0.0038523890193573607
236,543744,-16.85418330809755,-0.00035997510523580467,0.027885942836292088,1.8559059873223305,0.0014226159214053445
237,546048,-16.76678621212844,-0.001695056200282541,0.022143465699627995,1.5434284135699272,0.004593496644803154
238,548352,-16.14725997836739,-0.0014649035684770884,0.021341133979149163,1.6412311494350433,0.003109010068669704
239,550656,-16.409084094571732,-0.0010158475060077568,0.02701800561044365,1.5840337947010994,0.002376294846170721
240,552960,-16.07618743428231,-0.0015381483096159054,0.01539103634422645,1.5389475524425507,0.005825394699867401
241,555264,-16.214833933038225,-0.0012980022008580172,0.03474233718588948,1.8745025843381882,0.0023825931023237798
242,557568,-16.599823523137665,-0.001696004913507465,0.027113626361824572,1.5846872851252556,0.00236954703518677
243,559872,-16.98303185024884,-0.0013396136899849198,0.022741072811186314,1.662755824625492,0.001943415479413741
244,562176,-17.146338623818107,-0.0007663493120162457,0.022373927640728652,1.5838889479637146,0.0010463630523847517
245,564480,-17.207109178073015,-0.0007447496048169633,0.021232823259197176,1.5405642241239548,0.0009113433825405082
246,566784,-17.089196634379576,-0.0023520038013581934,0.0278077838011086,1.822675384581089,0.0030088387262468233
247,569088,-16.92346130210374,-0.0007773613106615423,0.024548250250518322,1.6060674116015434,0.001092171347686922
248,571392,-16.216476426279506,-0.0005286710651514759,0.022277293144725263,1.6408131569623947,0.003216345621694927
249,573696,-16.06084670357734,-0.0009686902323867153,0.027257032110355794,1.5653044432401657,0.001144959058062037
250,576000,-16.28250236809678,-0.0005475554435684371,0.020526626496575773,1.5176573917269707,0.0018850254415509779
251,578304,-16.224814795626067,-0.00018391596459979218,0.02524519630242139,1.8485750555992126,0.0008964322049488755
252,580608,-16.066395243717427,-0.0015679818729444767,0.018839800963178277,1.5785361304879189,0.002061060585320875
253,582912,-16.444122716619514,-0.00040369044828975076,0.027435526135377586,1.6465082168579102,0.0006264191448318943
254,585216,-16.486526730442232,-0.0014197222103575768,0.022119494853541255,1.5326203852891922,0.003037058238987811
255,587520,-15.763665823695938,-0.0006313363806687566,0.018396628671325743,1.4986203759908676,0.0018969083432441233
256,589824,-15.47931190608677,-0.0001477779474549079,0.025633055716753006,1.8391003832221031,0.001039292453141469
257,592128,-15.444999440981228,-0.0011145826472077,0.021536436513997614,1.580620177090168,0.002676954818803602
258,594432,-15.279003213895702,-0.0008810681575192048,0.023546311422251165,1.635859452188015,0.0013172149593982693
259,596736,-14.913168095248427,-0.000934508492971664,0.025990299647673965,1.5572424456477165,0.003921036964432764
260,599040,-14.916062442920493,-0.0015059041763581457,0.019466994504909962,1.5317032635211945,0.002318786632157652
261,601344,-14.840386889280971,-0.0005706518105752512,0.020636283326894045,1.848547838628292,0.0012812939002186693
262,603648,-15.357178772377202,-0.000530342161782632,0.025281734531745315,1.5618077889084816,0.001048158052412873
263,605952,-15.240281658207751,-0.0018499614716221136,0.022155561135150492,1.660135306417942,0.0026552564720532246
